date,datetime,open,high,low,close,volume,trades
11/28/2019 1:00,1.57492E+12,220.08,224.6,212.02,219.04,1841.38023,825
11/28/2019 7:00,1.57494E+12,219.04,222.3,216.57,219.87,4685.77408,2751
11/28/2019 13:00,1.57496E+12,219.67,221,215.96,217.41,5029.64655,2698
11/28/2019 19:00,1.57499E+12,217.4,220.73,216.9,219.34,5333.07309,2404
11/29/2019 1:00,1.57501E+12,219.45,226,218.4,224.09,14618.71033,7105
11/29/2019 7:00,1.57503E+12,224.09,226.49,220.38,224.36,23189.97354,10663
11/29/2019 13:00,1.57505E+12,224.36,224.85,222.48,224,7092.79331,3449
11/29/2019 19:00,1.57507E+12,223.89,224.67,222.69,223.65,8238.2479,3227
11/30/2019 1:00,1.57509E+12,223.59,223.81,219.82,219.97,16991.83602,6275
11/30/2019 7:00,1.57512E+12,219.97,222.12,214.41,215.63,17949.30147,7066
11/30/2019 13:00,1.57514E+12,215.62,217.8,215.34,217.45,4442.79472,2226
11/30/2019 19:00,1.57516E+12,217.43,217.45,210,212.36,14176.60433,6233
12/1/2019 1:00,1.57518E+12,212.44,214.36,209.24,212.33,11173.41412,4803
12/1/2019 7:00,1.5752E+12,212.37,218.18,211.66,213.19,15612.53062,8431
12/1/2019 13:00,1.57522E+12,213.36,216.54,212.5,214.36,5759.03007,5034
12/1/2019 19:00,1.57524E+12,214.37,216.25,211.91,212.72,8449.22274,4119
12/2/2019 1:00,1.57527E+12,212.69,216.17,209.68,212.9,17072.33151,6908
12/2/2019 7:00,1.57529E+12,212.91,215.59,210.96,212.64,12602.67468,5777
12/2/2019 13:00,1.57531E+12,212.6,214.99,211.6,213.67,5273.09666,2789
12/2/2019 19:00,1.57533E+12,213.72,215.95,212.16,212.41,8835.83292,4047
12/3/2019 1:00,1.57535E+12,212.38,214.65,211.14,211.72,8353.63871,3543
12/3/2019 7:00,1.57537E+12,211.8,214.85,211.42,213.2,6846.68804,3531
12/3/2019 13:00,1.5754E+12,213.22,214.26,210.99,211.5,4394.30488,2174
12/3/2019 19:00,1.57542E+12,211.47,211.63,202.5,204.4,23658.72232,10128
12/4/2019 1:00,1.57544E+12,204.39,208.17,202.7,206.28,15324.68404,6057
12/4/2019 7:00,1.57546E+12,206.3,219.68,205.56,213.6,35075.6741,14374
12/4/2019 13:00,1.57548E+12,213.58,214.17,206.61,207.47,19292.8135,8170
12/4/2019 19:00,1.5755E+12,207.36,211.42,205.16,210.35,19813.58494,8039
12/5/2019 1:00,1.57553E+12,210.22,213.89,200.88,212.25,18609.49156,6507
12/5/2019 7:00,1.57555E+12,212.26,214.46,207.86,211.21,15506.91421,6330
12/5/2019 13:00,1.57557E+12,210.81,212.83,210.39,211.5,4485.67714,2226
12/5/2019 19:00,1.57559E+12,211.6,213.59,209.7,212.07,6968.23261,2765
12/6/2019 1:00,1.57561E+12,212.07,213.3,209.2,210.05,10036.21524,4919
12/6/2019 7:00,1.57563E+12,210,214,209.24,212.41,10028.92833,4465
12/6/2019 13:00,1.57566E+12,212.47,213.07,210.53,212.84,9048.3378,3956
12/6/2019 19:00,1.57568E+12,212.9,216.62,211.6,214.2,13542.8451,5180
12/7/2019 1:00,1.5757E+12,214.23,214.5,212.03,213.68,4732.00772,2190
12/7/2019 7:00,1.57572E+12,213.83,214.21,211.39,212.09,5499.04501,2317
12/7/2019 13:00,1.57574E+12,211.95,212.87,210.01,211,3188.27154,1634
12/7/2019 19:00,1.57576E+12,210.97,211.1,208,209.59,9274.28243,3432
12/8/2019 1:00,1.57578E+12,209.64,212.63,209.59,211.72,4332.93638,2065
12/8/2019 7:00,1.57581E+12,211.73,214.89,210.67,213.58,7540.28335,3882
12/8/2019 13:00,1.57583E+12,213.43,214.42,212.41,212.58,2383.1776,1239
12/8/2019 19:00,1.57585E+12,212.42,213.88,211.87,212.81,4318.53436,1922
12/9/2019 1:00,1.57587E+12,212.62,213.7,211.65,212.68,5956.6063,2720
12/9/2019 7:00,1.57589E+12,212.62,215.08,207.11,208.39,19118.7571,8589
12/9/2019 13:00,1.57591E+12,208.39,208.79,205.4,208.27,7080.74148,3665
12/9/2019 19:00,1.57594E+12,208.18,208.94,207.29,208.37,6087.65745,2845
12/10/2019 1:00,1.57596E+12,208.3,209.35,206.72,208.07,6433.87322,2904
12/10/2019 7:00,1.57598E+12,207.97,208.64,204.24,204.37,10376.42396,4656
12/10/2019 13:00,1.576E+12,204.24,207.72,203.71,206.54,5029.9439,2648
12/10/2019 19:00,1.57602E+12,206.63,207.99,205.01,205.41,3892.20629,2008
12/11/2019 1:00,1.57604E+12,205.41,207.81,205.16,207,3302.39802,1714
12/11/2019 7:00,1.57607E+12,207.13,207.97,204.05,206.39,6050.47775,2935
12/11/2019 13:00,1.57609E+12,206.3,207.29,205.57,207.01,2019.4299,1134
12/11/2019 19:00,1.57611E+12,207.1,207.79,203.67,204.97,10806.11703,4622
12/12/2019 1:00,1.57613E+12,204.96,207.06,203.96,206.77,6070.60141,3243
12/12/2019 7:00,1.57615E+12,206.7,207.97,204.26,206.77,6851.53993,3086
12/12/2019 13:00,1.57617E+12,206.77,207.71,205.87,206.79,2812.33667,1597
12/12/2019 19:00,1.5762E+12,206.62,209.08,206.54,207.82,5180.47769,2379
12/13/2019 1:00,1.57622E+12,207.82,210,206.25,208.83,13869.08497,9540
12/13/2019 7:00,1.57624E+12,208.83,212.71,207.86,212.2,9875.1593,5363
12/13/2019 13:00,1.57626E+12,212.19,212.54,210.78,211.32,4609.64423,2589
12/13/2019 19:00,1.57628E+12,211.44,213.11,210.75,211.93,6813.80884,3284
12/14/2019 1:00,1.5763E+12,211.94,212.05,208.12,209.32,8846.46721,4470
12/14/2019 7:00,1.57632E+12,209.31,209.55,204.67,206.38,14176.82472,7208
12/14/2019 13:00,1.57635E+12,206.43,207.33,205.67,205.82,4230.86827,2792
12/14/2019 19:00,1.57637E+12,205.87,206.56,204.88,205.6,5073.25965,3016
12/15/2019 1:00,1.57639E+12,205.57,209.76,205.04,207.71,19247.13365,7841
12/15/2019 7:00,1.57641E+12,207.84,211.72,206.26,206.85,10743.03504,5448
12/15/2019 13:00,1.57643E+12,206.86,207.46,206.51,206.88,2013.44086,1666
12/15/2019 19:00,1.57645E+12,206.87,207.35,203.7,204.81,7938.93889,5006
12/16/2019 1:00,1.57648E+12,204.86,208.67,204.45,206.8,10382.39426,5366
12/16/2019 7:00,1.5765E+12,206.87,207.55,205.57,206.03,8498.33101,4309
12/16/2019 13:00,1.57652E+12,206.04,206.1,193.85,196.27,55585.95475,25532
