date,datetime,open,high,low,close,volume,trades
1/1/2018 1:00,1.51479E+12,748.91,763.55,730.58,741.01,13807.18614,19266
1/1/2018 7:00,1.51481E+12,741.01,752.27,724.15,737.02,15416.77803,18882
1/1/2018 13:00,1.51483E+12,737.01,762.62,734,754.99,11321.53136,17531
1/1/2018 19:00,1.51485E+12,754.99,899.5,749.06,842.23,45495.84093,52396
1/2/2018 1:00,1.51487E+12,842.25,857,825.11,849.1,17144.2042,21797
1/2/2018 7:00,1.51489E+12,849.57,878,835.83,867.68,24483.14127,31142
1/2/2018 13:00,1.51492E+12,867.69,874.34,810,855.28,26134.59715,37176
1/2/2018 19:00,1.51494E+12,855.13,884.98,850.03,876.11,20094.75964,25785
1/3/2018 1:00,1.51496E+12,876.11,879.53,820,863.02,26035.41788,32084
1/3/2018 7:00,1.51498E+12,863.3,877.89,810,871.32,18878.30044,27870
1/3/2018 13:00,1.515E+12,871.32,950.01,867.56,934.03,24032.97892,33127
1/3/2018 19:00,1.51502E+12,934.03,940,900.02,932.03,17175.89701,23500
1/4/2018 1:00,1.51505E+12,932.03,949.99,890.01,949.99,27241.03661,32903
1/4/2018 7:00,1.51507E+12,949.99,1009.72,919.5,986.64,35896.56123,41605
1/4/2018 13:00,1.51509E+12,986.01,992.98,910,940,22580.97899,34625
1/4/2018 19:00,1.51511E+12,940,1020,930.1,1008.99,24409.05203,33251
1/5/2018 1:00,1.51513E+12,1009.73,1045,970.96,995.98,28711.94246,34742
1/5/2018 7:00,1.51515E+12,995.9,999.99,931,944.8,23696.76543,28410
1/5/2018 13:00,1.51518E+12,944.81,988.29,930,959.3,20556.25638,28035
1/5/2018 19:00,1.5152E+12,958,993,950,979,22014.61418,27963
1/6/2018 1:00,1.51522E+12,979.2,1005,978.01,998,15744.21958,17865
1/6/2018 7:00,1.51524E+12,1001.73,1017.56,980,1004.03,21386.93191,25308
1/6/2018 13:00,1.51526E+12,1004.02,1015,986,1004.11,12808.51328,20549
1/6/2018 19:00,1.51528E+12,1003.71,1095.9,999.9,1091.17,18665.08956,24476
1/7/2018 1:00,1.5153E+12,1091.18,1094.88,1071.34,1080.2,14933.30999,19655
1/7/2018 7:00,1.51533E+12,1081.27,1116.24,1064.1,1094.99,18505.01172,25000
1/7/2018 13:00,1.51535E+12,1093.19,1125,1068,1123.09,13175.4083,20061
1/7/2018 19:00,1.51537E+12,1123.09,1239.18,1117.98,1191.81,33619.49381,40866
1/8/2018 1:00,1.51539E+12,1194.75,1230,1050,1142.3,34997.78145,37202
1/8/2018 7:00,1.51541E+12,1142.32,1156,910,1091,66877.16581,63218
1/8/2018 13:00,1.51543E+12,1091,1162,1080.31,1133.18,23337.10691,30378
1/8/2018 19:00,1.51546E+12,1133.18,1220,1104.85,1181.89,32109.30506,37986
1/9/2018 1:00,1.51548E+12,1181.9,1260,1144.44,1218.98,29954.36595,35413
1/9/2018 7:00,1.5155E+12,1218.97,1225,1132.57,1209.29,28876.64311,38026
1/9/2018 13:00,1.51552E+12,1209.29,1326.5,1201,1291,27762.57272,41203
1/9/2018 19:00,1.51554E+12,1291,1440,1226.68,1354.63,50048.5636,55527
