date,datetime,open,high,low,close,volume,trades
1/1/2018 1:00,1.51479E+12,8.4531,8.66,8.0703,8.1599,177621.04,5816
1/1/2018 7:00,1.51481E+12,8.18,8.33,7.8,8.0019,192995,5475
1/1/2018 13:00,1.51483E+12,8.0019,8.45,7.9592,8.45,111089.29,3876
1/1/2018 19:00,1.51485E+12,8.45,8.6599,8.0922,8.2465,334245.48,8783
1/2/2018 1:00,1.51487E+12,8.2463,8.5399,8.1202,8.4244,153051.77,4616
1/2/2018 7:00,1.51489E+12,8.4406,8.751,8.4251,8.6501,291991.39,7210
1/2/2018 13:00,1.51492E+12,8.6501,9.1133,8.2333,8.715,483344.78,12584
1/2/2018 19:00,1.51494E+12,8.7151,8.85,8.502,8.56,220910.74,6688
1/3/2018 1:00,1.51496E+12,8.56,8.69,8.2653,8.5994,219601.73,7059
1/3/2018 7:00,1.51498E+12,8.599,8.85,8.5,8.75,276072.7,7603
1/3/2018 13:00,1.515E+12,8.7499,9.4697,8.6752,9.304,230807.48,6051
1/3/2018 19:00,1.51502E+12,9.304,9.46,8.5595,8.9692,251418.94,6178
1/4/2018 1:00,1.51505E+12,8.9691,9.2,8.7331,8.9542,240430.22,7757
1/4/2018 7:00,1.51507E+12,8.96,9.6511,8.75,8.9746,269079.78,8235
1/4/2018 13:00,1.51509E+12,8.9918,9.3926,8.85,9.143,203566,6677
1/4/2018 19:00,1.51511E+12,9.135,9.4283,8.9651,9.4283,210190.66,5275
1/5/2018 1:00,1.51513E+12,9.4,12.7379,9.4,12.7379,883570.56,15515
1/5/2018 7:00,1.51515E+12,12.7379,14.88,11,12.888,931946.46,16178
1/5/2018 13:00,1.51518E+12,12.888,16.8172,12.888,14.8908,739269.36,14873
1/5/2018 19:00,1.5152E+12,14.8908,19.5,14.7011,16.1799,1038738.38,19184
1/6/2018 1:00,1.51522E+12,16.1,16.3,14.6999,16.12,373439.35,9070
1/6/2018 7:00,1.51524E+12,16.1003,19.79,15.88,19.7,846785.59,18772
1/6/2018 13:00,1.51526E+12,19.7001,23.6,19.69,22.6,871523.9,23015
1/6/2018 19:00,1.51528E+12,22.6,22.6599,19,20.63,544820.51,14689
1/7/2018 1:00,1.5153E+12,20.684,22.3999,19.56,21.998,364855.88,11276
1/7/2018 7:00,1.51533E+12,21.998,22.1,18.5701,18.6095,336269.65,11050
1/7/2018 13:00,1.51535E+12,18.5995,19.9003,18.05,18.594,297818.45,9179
1/7/2018 19:00,1.51537E+12,18.5375,19.09,16.588,18.3,400501.6,11313
1/8/2018 1:00,1.51539E+12,18.35,18.7996,16.5003,17.9107,408442.31,10340
1/8/2018 7:00,1.51541E+12,17.8258,18.33,14.0018,17.84,1017303.39,19059
1/8/2018 13:00,1.51543E+12,17.8199,19.2999,17.05,17.9971,285817.92,9102
1/8/2018 19:00,1.51546E+12,18.04,20.6114,17.8755,18.68,419715.5,12356
1/9/2018 1:00,1.51548E+12,18.6602,19.45,17.2249,18.3399,333269.02,9402
1/9/2018 7:00,1.5155E+12,18.3399,18.3495,16.7896,17.98,353211.75,11137
1/9/2018 13:00,1.51552E+12,18.0095,18.13,16.435,17.399,203081.68,9485
1/9/2018 19:00,1.51554E+12,17.3992,17.5554,15.79,16.27,273060.97,10855
1/10/2018 1:00,1.51556E+12,16.27,16.48,14.6004,16.3,451828.84,14327
1/10/2018 7:00,1.51559E+12,16.3,16.975,15.0001,16.65,324146.28,12218
1/10/2018 13:00,1.51561E+12,16.6849,17.5,16.1604,17.5,123615.06,4908
1/10/2018 19:00,1.51563E+12,17.5,17.6999,13.66,15.0421,791410.18,16364
1/11/2018 1:00,1.51565E+12,15.0421,19.199,15.003,19.199,632680.76,15698
1/11/2018 7:00,1.51567E+12,19.199,20.09,17.817,19.0502,821088.34,22877
1/11/2018 13:00,1.51569E+12,19.1299,23.1079,18.6,21.2024,1297187.55,33673
1/11/2018 19:00,1.51572E+12,21.1022,25.18,19.1,24.1606,1310854.78,31290
1/12/2018 1:00,1.51574E+12,24.1798,24.3961,20.71,21.35,677560.95,22501
1/12/2018 7:00,1.51576E+12,21.35,23.4117,20.4108,23.28,549653.65,19023
1/12/2018 13:00,1.51578E+12,23.25,23.6752,21.3,22.1999,364268.99,13921
