date,datetime,open,high,low,close,volume,trades
1/1/2018 19:00,1.51485E+12,8.45,9.1133,8.0922,8.715,1262633.42,33193
1/2/2018 19:00,1.51494E+12,8.7151,9.4697,8.2653,9.304,947392.65,27401
1/3/2018 19:00,1.51502E+12,9.304,9.6511,8.5595,9.143,964494.94,28847
1/4/2018 19:00,1.51511E+12,9.135,16.8172,8.9651,14.8908,2764977.04,51841
1/5/2018 19:00,1.5152E+12,14.8908,23.6,14.6999,22.6,3130487.22,70041
1/6/2018 19:00,1.51528E+12,22.6,22.6599,18.05,18.594,1543764.49,46194
1/7/2018 19:00,1.51537E+12,18.5375,19.2999,14.0018,17.9971,2112065.22,49814
1/8/2018 19:00,1.51546E+12,18.04,20.6114,16.435,17.399,1309277.95,42380
1/9/2018 19:00,1.51554E+12,17.3992,17.5554,14.6004,17.5,1172651.15,42308
1/10/2018 19:00,1.51563E+12,17.5,23.1079,13.66,21.2024,3542366.83,88612
1/11/2018 19:00,1.51572E+12,21.1022,25.18,19.1,22.1999,2902338.37,86735
1/12/2018 19:00,1.5158E+12,22.1999,23.4998,21.04,22.0246,1080455.71,44230
1/13/2018 19:00,1.51589E+12,22.0252,22.1,18.21,20.4541,1384083.33,42782
1/14/2018 19:00,1.51597E+12,20.4546,23.231,19.0113,19.3396,2288556.77,66566
1/15/2018 19:00,1.51606E+12,19.4376,19.4475,9.89,13.1996,9933431.45,147935
1/16/2018 19:00,1.51615E+12,13.0262,15.7,9.4001,14.1998,9971697.17,142631
1/17/2018 19:00,1.51623E+12,14.1191,15.9,13.0203,14.1397,6699252.37,118654
1/18/2018 19:00,1.51632E+12,14.0405,15.4799,13.501,14.9447,3004070.17,62345
1/19/2018 19:00,1.51641E+12,14.9447,16.68,14.8249,16.1712,2617140.33,57285
1/20/2018 19:00,1.51649E+12,16.1602,16.26,13.0339,14.1334,3318363.34,71698
1/21/2018 19:00,1.51658E+12,14.1334,14.4978,11.6101,12.91,2873190.83,64756
1/22/2018 19:00,1.51667E+12,12.9149,13.9,11.637,13.1022,2335831.96,56423
1/23/2018 19:00,1.51675E+12,13.1494,14.3,12.6,13.8,1947186.76,49234
1/24/2018 19:00,1.51684E+12,13.7998,14.1516,13.01,13.1905,1427643.05,39298
1/25/2018 19:00,1.51692E+12,13.1905,13.5989,12.01,13.1344,1788845.56,43843
1/26/2018 19:00,1.51701E+12,13.169,13.551,12.85,13.3994,992878.39,27493
1/27/2018 19:00,1.5171E+12,13.3991,14.0235,13.3,13.7739,1377401.9,37047
1/28/2018 19:00,1.51718E+12,13.7739,13.87,12.739,12.815,857953.21,36407
1/29/2018 19:00,1.51727E+12,12.8295,12.98,11.11,11.4749,1322539.56,60334
1/30/2018 19:00,1.51736E+12,11.46,11.5483,10.553,11.3131,947115.48,51311
1/31/2018 19:00,1.51744E+12,11.3131,11.45,8.63,9.5138,2169016.01,79432
2/1/2018 19:00,1.51753E+12,9.5138,10.749,7.3,9.7484,4023356.31,121757
2/2/2018 19:00,1.51762E+12,9.7485,10.354,8.5818,9.7252,2348921.72,89047
2/3/2018 19:00,1.5177E+12,9.7497,9.7527,8.012,8.3511,2015678.77,69602
2/4/2018 19:00,1.51779E+12,8.4003,8.6005,6.0801,6.7315,3127797.46,90071
2/5/2018 19:00,1.51788E+12,6.7216,8.6,5.5233,8.263,6158895.87,157259
2/6/2018 19:00,1.51796E+12,8.2502,9.236,7.28,8.0647,4409292.58,125841
2/7/2018 19:00,1.51805E+12,8.0979,8.3887,8.0012,8.2791,91986.49,1930
2/8/2018 19:00,1.51813E+12,8.2791,10,8.279,9.86,2406640.35,62867
2/9/2018 19:00,1.51822E+12,9.86,10.4444,8.767,9.2448,3349144.7,93350
2/10/2018 19:00,1.51831E+12,9.2501,9.5,8.02,8.674,3021732.48,116910
2/11/2018 19:00,1.51839E+12,8.6739,9.4348,8.659,9.3389,1912462.38,94865
2/12/2018 19:00,1.51848E+12,9.339,9.36,8.7306,9.016,1365850.96,60462
2/13/2018 19:00,1.51857E+12,9.0001,10.65,8.953,10.4096,2568177.67,88417
2/14/2018 19:00,1.51865E+12,10.4063,11.29,9.9784,10.8661,4236021.22,140707
2/15/2018 19:00,1.51874E+12,10.8784,11.25,10.3,11.25,1968986.94,76064
2/16/2018 19:00,1.51883E+12,11.2054,11.8461,10.85,11.66,2278513.2,84738
2/17/2018 19:00,1.51891E+12,11.6827,11.6827,10.5819,10.6631,2183910.15,83390
2/18/2018 19:00,1.519E+12,10.6631,11.1899,10.5398,11.0601,1336755.03,58477
2/19/2018 19:00,1.51908E+12,11.0699,11.2,9.68,9.8888,2357501.48,83560
2/20/2018 19:00,1.51917E+12,9.8888,10.2252,9.045,9.3799,2277445.93,90850
2/21/2018 19:00,1.51926E+12,9.395,9.8129,8.6203,8.86,1792778.94,75059
2/22/2018 19:00,1.51934E+12,8.8474,9.7301,8.6,9.693,1621549.49,66343
2/23/2018 19:00,1.51943E+12,9.7,9.8379,8.6902,9.0873,1356848.25,58144
2/24/2018 19:00,1.51952E+12,9.1161,9.47,8.9,9.35,888973.06,34258
2/25/2018 19:00,1.5196E+12,9.3677,10.0999,9.09,9.9199,1266163.05,50516
