date,datetime,open,high,low,close,volume,trades
1/1/2020 0:00,1.57785E+12,13.7968,13.8144,13.7889,13.806,10218.9,174
1/1/2020 0:15,1.57786E+12,13.8059,13.8111,13.7985,13.799,11107.53,189
1/1/2020 0:30,1.57786E+12,13.799,13.812,13.7986,13.8089,11774.31,191
1/1/2020 0:45,1.57786E+12,13.804,13.81,13.7985,13.8007,9774.29,185
1/1/2020 1:00,1.57786E+12,13.8007,13.8154,13.7988,13.8106,8031.32,144
1/1/2020 1:15,1.57786E+12,13.812,13.829,13.8119,13.828,7439.84,277
1/1/2020 1:30,1.57786E+12,13.828,13.8501,13.8206,13.842,6742.44,227
1/1/2020 1:45,1.57786E+12,13.8386,13.8443,13.815,13.8203,3064.13,155
1/1/2020 2:00,1.57786E+12,13.8217,13.8298,13.8147,13.8247,5008.45,136
1/1/2020 2:15,1.57786E+12,13.8258,13.8327,13.8171,13.8235,4645.21,226
1/1/2020 2:30,1.57786E+12,13.8235,13.8241,13.7663,13.7711,10712.62,401
1/1/2020 2:45,1.57786E+12,13.7669,13.7686,13.7428,13.7608,9992.43,366
1/1/2020 3:00,1.57787E+12,13.7618,13.7621,13.7293,13.7364,8244.83,335
1/1/2020 3:15,1.57787E+12,13.7325,13.7362,13.7008,13.7271,10235.33,372
1/1/2020 3:30,1.57787E+12,13.7228,13.7256,13.6994,13.7098,9622.05,299
1/1/2020 3:45,1.57787E+12,13.701,13.73,13.699,13.7299,7317.99,232
1/1/2020 4:00,1.57787E+12,13.7289,13.7375,13.7176,13.7224,6435.61,310
1/1/2020 4:15,1.57787E+12,13.7223,13.7233,13.696,13.6998,10630.97,348
1/1/2020 4:30,1.57787E+12,13.6997,13.73,13.6997,13.7256,6654.65,361
1/1/2020 4:45,1.57787E+12,13.7256,13.7256,13.6981,13.7019,7165.14,370
1/1/2020 5:00,1.57787E+12,13.7013,13.7269,13.6813,13.7234,8494.16,361
1/1/2020 5:15,1.57787E+12,13.7222,13.728,13.7118,13.719,7726.12,204
1/1/2020 5:30,1.57787E+12,13.719,13.725,13.7081,13.725,9176.55,223
1/1/2020 5:45,1.57788E+12,13.7228,13.7477,13.7227,13.7434,12098.27,302
1/1/2020 6:00,1.57788E+12,13.7453,13.785,13.7372,13.7584,17442.09,517
1/1/2020 6:15,1.57788E+12,13.7592,13.8125,13.7552,13.7931,17815.24,602
1/1/2020 6:30,1.57788E+12,13.7931,13.8052,13.7604,13.7788,12925.08,320
1/1/2020 6:45,1.57788E+12,13.7788,13.7954,13.7079,13.719,19266.34,632
1/1/2020 7:00,1.57788E+12,13.719,13.7696,13.7168,13.7436,12477.17,482
1/1/2020 7:15,1.57788E+12,13.7446,13.7999,13.7425,13.7667,12338.98,355
1/1/2020 7:30,1.57788E+12,13.7669,13.7938,13.7636,13.7795,10675.16,268
1/1/2020 7:45,1.57788E+12,13.771,13.8,13.77,13.7998,11980.92,241
1/1/2020 8:00,1.57788E+12,13.7985,13.8241,13.7918,13.8208,14307.03,301
1/1/2020 8:15,1.57788E+12,13.8208,13.8212,13.797,13.8132,7590.83,157
1/1/2020 8:30,1.57789E+12,13.8132,13.8449,13.8111,13.8335,6546.7,282
1/1/2020 8:45,1.57789E+12,13.8347,13.8347,13.8112,13.812,4167.09,195
1/1/2020 9:00,1.57789E+12,13.8199,13.8201,13.7785,13.7906,5610.6,253
1/1/2020 9:15,1.57789E+12,13.7938,13.8271,13.7919,13.8252,9522.19,343
1/1/2020 9:30,1.57789E+12,13.8261,13.8692,13.8261,13.8401,10317.33,377
1/1/2020 9:45,1.57789E+12,13.8411,13.8442,13.814,13.8274,8462.21,194
1/1/2020 10:00,1.57789E+12,13.8315,13.8397,13.8081,13.8149,6785.92,186
1/1/2020 10:15,1.57789E+12,13.8149,13.818,13.7786,13.813,9328.69,311
1/1/2020 10:30,1.57789E+12,13.8136,13.86,13.8033,13.8239,11542.52,304
1/1/2020 10:45,1.57789E+12,13.8235,13.8345,13.809,13.8223,8615.66,334
1/1/2020 11:00,1.57789E+12,13.8223,13.8301,13.8095,13.8241,6911.54,270
1/1/2020 11:15,1.5779E+12,13.8254,13.8254,13.7861,13.8123,7069.11,225
1/1/2020 11:30,1.5779E+12,13.8111,13.8262,13.8004,13.8262,6587.21,178
1/1/2020 11:45,1.5779E+12,13.8262,13.8661,13.8082,13.8522,13056.12,350
1/1/2020 12:00,1.5779E+12,13.8577,13.8671,13.8199,13.85,8329.14,238
1/1/2020 12:15,1.5779E+12,13.8501,13.8558,13.81,13.8268,9244.95,313
1/1/2020 12:30,1.5779E+12,13.8218,13.8255,13.7,13.7669,18675.04,586
1/1/2020 12:45,1.5779E+12,13.7669,13.7978,13.7646,13.7918,8289.81,211
1/1/2020 13:00,1.5779E+12,13.7908,13.7984,13.725,13.7546,11696.24,458
1/1/2020 13:15,1.5779E+12,13.7512,13.7542,13.7001,13.7001,11098.55,400
1/1/2020 13:30,1.5779E+12,13.7033,13.7291,13.6715,13.7245,14387.81,582
1/1/2020 13:45,1.5779E+12,13.7286,13.7387,13.7005,13.73,7562.57,236
1/1/2020 14:00,1.57791E+12,13.7351,13.7351,13.7044,13.7182,6227.64,196
1/1/2020 14:15,1.57791E+12,13.7246,13.7477,13.7086,13.7153,8621.1,203
1/1/2020 14:30,1.57791E+12,13.7165,13.7354,13.7112,13.7173,5940.93,165
1/1/2020 14:45,1.57791E+12,13.7173,13.7303,13.7155,13.7229,6403.53,197
1/1/2020 15:00,1.57791E+12,13.7229,13.7413,13.7219,13.7294,6689.2,237
1/1/2020 15:15,1.57791E+12,13.7334,13.7658,13.7134,13.7299,10750.56,375
1/1/2020 15:30,1.57791E+12,13.7381,13.7411,13.7203,13.7323,5786.31,149
1/1/2020 15:45,1.57791E+12,13.7326,13.7485,13.7259,13.7468,6081.42,122
1/1/2020 16:00,1.57791E+12,13.7481,13.75,13.7357,13.7428,4851.83,151
1/1/2020 16:15,1.57791E+12,13.7417,13.7559,13.7307,13.7404,5896.16,138
1/1/2020 16:30,1.57791E+12,13.7358,13.7604,13.7315,13.7583,7698.03,260
1/1/2020 16:45,1.57792E+12,13.7573,13.7612,13.7406,13.7537,3840.18,150
1/1/2020 17:00,1.57792E+12,13.747,13.747,13.6987,13.7221,6993.45,492
1/1/2020 17:15,1.57792E+12,13.7193,13.7305,13.7008,13.7032,3869.12,151
1/1/2020 17:30,1.57792E+12,13.7023,13.7023,13.66,13.6717,8608.72,350
1/1/2020 17:45,1.57792E+12,13.6707,13.6954,13.6601,13.6811,5580.77,247
1/1/2020 18:00,1.57792E+12,13.681,13.6845,13.651,13.6548,6628.1,267
1/1/2020 18:15,1.57792E+12,13.6548,13.6822,13.65,13.6744,4855.65,229
1/1/2020 18:30,1.57792E+12,13.6744,13.6875,13.6511,13.6858,5606.5,224
1/1/2020 18:45,1.57792E+12,13.6823,13.7184,13.676,13.7184,15342.91,350
1/1/2020 19:00,1.57792E+12,13.7072,13.7217,13.6706,13.6839,7661.9,231
